行政區,縣市,鄉鎮市,建物區段門牌,交易標的,土地坪數,交易年月日,交易年,建築完成年月,完成年,屋齡,型態,主要用途,主要建材,面積坪數,管理,房價,單價元平方公尺,車位類別,車位,車位移轉總面積平方公尺,車位總價元,備註
新北市中和區,新北市,中和區,中和區中原東街91~120號,房地(土地+建物)+車位,8.182625,1080226,108,1080523,108,0.5,住宅大樓,見其他登記事項,見其他登記事項,50.556825,無,19360000,134077,坡道平面,有車位,39.89,2300000,1、本戶雨遮及機車停車位不計入買賣價格。2、地政士僅受託買賣案件申請登記，並未代理撰擬不動產買賣契約書，本成交資訊由義務人自行提供屬實。
新北市中和區,新北市,中和區,中和區中原東街61~90號,房地(土地+建物)+車位,8.218925,1080308,108,1080523,108,0.5,住宅大樓,見其他登記事項,見其他登記事項,50.738325,無,19700000,135873,坡道平面,有車位,39.89,2330000,1、本戶雨遮及機車停車位不計入買賣價格。2、地政士僅受託買賣案件申請登記，並未代理撰擬不動產買賣契約書，本成交資訊由義務人自行提供屬實。
新北市中和區,新北市,中和區,中和區興南路一段85巷61~90號,房地(土地+建物)+車位,8.7241,1080526,108,1020528,102,6,住宅大樓,見其他登記事項,見其他登記事項,51.33425,有,18500000,109016,坡道平面,有車位,0,2000000,
新北市中和區,新北市,中和區,中和區建康路181~210號,房地(土地+建物)+車位,6.80625,1080227,108,1080225,108,0.5,住宅大樓,見其他登記事項,見其他登記事項,60.811575,無,27363157,155910,坡道平面,有車位,37.71,1900000,
新北市中和區,新北市,中和區,中和區興南路一段85巷31~60號,房地(土地+建物)+車位,10.36365,1080501,108,1020528,102,6,住宅大樓,見其他登記事項,見其他登記事項,61.07475,有,22150000,109708,坡道平面,有車位,0,2000000,
新北市中和區,新北市,中和區,中和區中山路三段211~240號,房地(土地+建物)+車位,7.02405,1080620,108,1060801,106,2,住宅大樓,見其他登記事項,見其他登記事項,65.7756,有,28160000,129507,坡道平面,有車位,37.39,0,
新北市中和區,新北市,中和區,中和區建康路211~240號,房地(土地+建物)+車位,8.412525,1080425,108,1080225,108,0.5,住宅大樓,見其他登記事項,見其他登記事項,70.316125,無,29167084,140018,坡道平面,有車位,37.71,1900000,
新北市中和區,新北市,中和區,中和區中正路331~360號,房地(土地+建物)+車位,8.1675,1080605,108,1020702,102,6,住宅大樓,見其他登記事項,見其他登記事項,74.635825,有,27150000,117407,坡道平面,有車位,31.23,1850000,
新北市中和區,新北市,中和區,中和區員山路571~600號,房地(土地+建物)+車位,8.285475,1080622,108,1060808,106,2,住宅大樓,見其他登記事項,見其他登記事項,80.55575,有,42580000,166386,坡道平面,有車位,40.44,5000000,
新北市中和區,新北市,中和區,中和區中正路901~930號,房地(土地+建物)+車位,7.692575,1080604,108,981015,98,10,住宅大樓,見其他登記事項,見其他登記事項,80.9369,有,25930000,96913,坡道平面,有車位,29.04,0,
新北市中和區,新北市,中和區,中和區中原五街31~60號,房地(土地+建物)+車位,12.89255,1080430,108,1070430,107,1,住宅大樓,見其他登記事項,見其他登記事項,82.9939,無,35880000,164059,坡道平面,有車位,67.24,1900000,
新北市中和區,新北市,中和區,中和區中原街151~180號,房地(土地+建物)+車位,14.87695,1080501,108,1030324,103,5,住宅大樓,見其他登記事項,見其他登記事項,86.832625,有,34450000,138336,坡道平面,有車位,69.32,4330000,
新北市中和區,新北市,中和區,中和區中原東街61~90號,房地(土地+建物)+車位,15.484975,1080608,108,1060309,106,2,住宅大樓,見其他登記事項,見其他登記事項,89.942325,有,45130000,180760,坡道平面,有車位,72.28,4450000,
新北市中和區,新北市,中和區,中和區中原東街61~90號,房地(土地+建物)+車位,15.484975,1080201,108,1060309,106,2,住宅大樓,見其他登記事項,見其他登記事項,89.94535,有,50500000,205056,坡道平面,有車位,72.28,4350000,
新北市中和區,新北市,中和區,中和區建康路151~180號,房地(土地+建物)+車位,11.011,1080425,108,1080225,108,0.5,住宅大樓,見其他登記事項,見其他登記事項,94.6825,無,40793531,155710,坡道平面,有車位,75.42,3800000,
新北市中和區,新北市,中和區,中和區圓通路299巷31~60號,房地(土地+建物)+車位,4.679675,1080622,108,971007,97,11,住宅大樓,住家用,鋼筋混凝土造,27.56985,有,9380000,103101,坡道機械,有車位,11.8,1200000,
新北市中和區,新北市,中和區,中和區圓通路271~300號,房地(土地+建物)+車位,5.02755,1080602,108,970527,97,11,住宅大樓,住家用,鋼筋混凝土造,31.922825,有,13700000,129821,坡道機械,有車位,6.16,0,
新北市中和區,新北市,中和區,中和區圓通路305巷1~30號,房地(土地+建物)+車位,5.87455,1080607,108,871003,87,21,華廈,住家用,鋼筋混凝土造,33.852775,有,10300000,92038,坡道機械,有車位,20.89,0,含增建或未登記建物。;
新北市中和區,新北市,中和區,中和區四維街1~30號,房地(土地+建物)+車位,3.009875,1080618,108,1010120,101,7,住宅大樓,見其他登記事項,見其他登記事項,34.469875,有,13700000,134597,坡道機械,有車位,21.08,1200000,
新北市中和區,新北市,中和區,中和區民安街91~120號,房地(土地+建物)+車位,4.5496,1080616,108,1060726,106,2,住宅大樓,見其他登記事項,見其他登記事項,36.8082,有,14300000,117521,坡道機械,有車位,14.31,0,
新北市中和區,新北市,中和區,中和區宜安路118巷31~60號,房地(土地+建物)+車位,3.1702,1080615,108,860409,86,22,住宅大樓,住家用,鋼筋混凝土造,38.5748,有,20680000,162183,坡道機械,有車位,22.46,0,含增建或未登記建物。;
新北市中和區,新北市,中和區,中和區景新街331~360號,房地(土地+建物)+車位,2.634775,1080618,108,990106,99,9,住宅大樓,見其他登記事項,見其他登記事項,41.227725,有,11800000,86580,坡道機械,有車位,31.64,0,親友、員工或其他特殊關係間之交易。;含增建或未登記建物。;
新北市中和區,新北市,中和區,中和區宜安路168巷1~30號,房地(土地+建物)+車位,4.062575,1080614,108,1031006,103,5,住宅大樓,見其他登記事項,見其他登記事項,47.023625,有,25500000,164040,坡道機械,有車位,13.67,0,含增建或未登記建物。;
新北市中和區,新北市,中和區,中和區景德街31~60號,房地(土地+建物)+車位,2.9161,1080626,108,861104,86,22,住宅大樓,住家用,鋼筋混凝土造,48.63595,有,13700000,85210,坡道機械,有車位,36.66,0,
新北市中和區,新北市,中和區,中和區景平路31~60號,房地(土地+建物)+車位,2.435125,1080609,108,851030,85,23,住宅大樓,住家用,鋼筋混凝土造,35.419725,有,11500000,98215,塔式車位,有車位,0,0,含增建或未登記建物。;
新北市中和區,新北市,中和區,中和區興南路一段56巷1~30號,房地(土地+建物),1.818025,1080630,108,890712,89,19,套房,住家用,鋼筋混凝土造,8.3248,有,4800000,174419,,無車位,0,0,含增建或未登記建物。;
新北市中和區,新北市,中和區,中和區中正路1~30號,房地(土地+建物),0.650375,1080616,108,851116,85,23,套房,住家用,鋼筋混凝土造,8.485125,有,3330000,118717,,無車位,0,0,
新北市中和區,新北市,中和區,中和區中山路三段229巷1~30號,房地(土地+建物),9.428925,1080620,108,610129,61,47,透天厝,住家用,加強磚造,9.196,無,4440000,146053,,無車位,0,0,親友、員工或其他特殊關係間之交易。;頂樓增建。
新北市中和區,新北市,中和區,中和區中山路二段31~60號,房地(土地+建物),1.019425,1080603,108,880906,88,20,住宅大樓,見其他登記事項,鋼筋混凝土造,9.755625,有,4630000,143566,,無車位,0,0,
新北市中和區,新北市,中和區,中和區景平路181~210號,房地(土地+建物),0.632225,1080604,108,861104,86,22,套房,住家用,鋼骨鋼筋混凝土造,10.620775,有,4350000,123896,,無車位,0,0,含增建或未登記建物。;
新北市中和區,新北市,中和區,中和區景平路391~420號,房地(土地+建物),1.11925,1080619,108,960321,96,12,套房,住家用,鋼筋混凝土造,11.75515,有,5350000,137674,,無車位,0,0,含增建或未登記建物。;
新北市中和區,新北市,中和區,中和區中正路811~840號,房地(土地+建物),1.007325,1080619,108,880915,88,20,住宅大樓,住家用,鋼筋混凝土造,11.848925,有,4530000,115650,,無車位,0,0,
新北市中和區,新北市,中和區,中和區中山路三段136巷91~120號,房地(土地+建物),1.424775,1080630,108,970930,97,11,套房,見其他登記事項,鋼筋混凝土造,12.65055,有,5300000,126734,,無車位,0,0,含增建或未登記建物。
新北市中和區,新北市,中和區,中和區中正路811~840號,房地(土地+建物),1.09505,1080630,108,880915,88,20,套房,住家用,鋼筋混凝土造,12.792725,有,5150000,121778,,無車位,0,0,
新北市中和區,新北市,中和區,中和區景平路64巷13弄1~30號,房地(土地+建物),5.88665,1080704,108,650705,65,43,公寓,住家用,加強磚造,13.068,無,5000000,115741,,無車位,0,0,親友、員工或其他特殊關係間之交易。;
新北市中和區,新北市,中和區,中和區景平路241~270號,房地(土地+建物),1.213025,1080411,108,890529,89,19,套房,見其他登記事項,見其他登記事項,16.4197,有,7400000,136330,,無車位,0,0,含增建或未登記建物。;
新北市中和區,新北市,中和區,中和區保健路44巷1~30號,房地(土地+建物),6.204275,1080704,108,620303,62,46,公寓,住家用,加強磚造,18.4525,無,6700000,109836,,無車位,0,0,親友、員工或其他特殊關係間之交易。;
新北市中和區,新北市,中和區,中和區中山路三段136巷91~120號,房地(土地+建物),2.235475,1080619,108,970930,97,11,住宅大樓,見其他登記事項,鋼筋混凝土造,19.272275,有,8160000,128080,,無車位,0,0,陽台外推
新北市中和區,新北市,中和區,中和區民富街74巷1~30號,房地(土地+建物),7.365875,1080620,108,660804,66,42,公寓,住家用,鋼筋混凝土造,19.36,無,6000000,93750,,無車位,0,0,
新北市中和區,新北市,中和區,中和區中山路三段63巷11弄1~30號,房地(土地+建物),6.186125,1080526,108,660604,66,42,公寓,住家用,鋼筋混凝土造,21.175,無,6620000,94571,,無車位,0,0,含增建或未登記建物。;
新北市中和區,新北市,中和區,中和區華福街31~60號,房地(土地+建物),4.728075,1080704,108,660128,66,42,公寓,住家用,加強磚造,21.73765,無,4600000,64013,,無車位,0,0,親友、員工或其他特殊關係間之交易。;
新北市中和區,新北市,中和區,中和區景新街481~510號,房地(土地+建物),7.6714,1080604,108,621022,62,46,公寓,住家用,加強磚造,22.11275,無,6320000,86457,,無車位,0,0,含增建或未登記建物。
新北市中和區,新北市,中和區,中和區大仁街20巷25弄1~30號,房地(土地+建物),7.595775,1080625,108,640526,64,44,公寓,住家用,加強磚造,22.3487,無,5700000,77152,,無車位,0,0,
新北市中和區,新北市,中和區,中和區景平路241~270號,房地(土地+建物),1.66375,1080522,108,890529,89,19,住宅大樓,住家用,鋼骨混凝土造,22.43945,有,10400000,140200,,無車位,0,0,
新北市中和區,新北市,中和區,中和區水源路1~30號,房地(土地+建物),8.47605,1080620,108,670201,67,41,公寓,住家用,鋼筋混凝土造,22.8206,無,6000000,79533,,無車位,0,0,親友、員工或其他特殊關係間之交易。;
新北市中和區,新北市,中和區,中和區連城路249巷30弄1~30號,房地(土地+建物),7.928525,1080611,108,680718,68,40,公寓,住家用,鋼筋混凝土造,22.869,無,6000000,79365,,無車位,0,0,親友、員工或其他特殊關係間之交易。;
新北市中和區,新北市,中和區,中和區工專路121~150號,房地(土地+建物),3.754025,1080614,108,890904,89,19,華廈,見其他登記事項,鋼筋混凝土造,23.14125,有,7350000,96078,,無車位,0,0,
新北市中和區,新北市,中和區,中和區復興路249巷13弄1~30號,房地(土地+建物),11.352825,1080616,108,730612,73,35,公寓,住家用,鋼筋混凝土造,23.368125,無,8500000,110032,,無車位,0,0,含增建或未登記建物。
新北市中和區,新北市,中和區,中和區忠孝街11巷31~60號,房地(土地+建物),8.612175,1080616,108,600110,60,48,公寓,住家用,加強磚造,23.58895,無,7680000,98487,,無車位,0,0,
新北市中和區,新北市,中和區,中和區忠孝街91~120號,房地(土地+建物),9.68,1080623,108,701107,70,38,店面,商業用,鋼筋混凝土造,23.63735,無,13680000,175070,,無車位,0,0,
新北市中和區,新北市,中和區,中和區景新街226巷1~30號,房地(土地+建物),6.252675,1080613,108,700831,70,38,公寓,住家用,鋼筋混凝土造,23.827925,無,7550000,95849,,無車位,0,0,
新北市中和區,新北市,中和區,中和區景平路61~90號,房地(土地+建物),1.7666,1080521,108,861104,86,22,住宅大樓,住家用,鋼筋混凝土造,24.154625,有,12000000,150282,,無車位,0,0,含增建或未登記建物。;
新北市中和區,新北市,中和區,中和區中山路三段211~240號,房地(土地+建物),3.130875,1080620,108,1060801,106,2,住宅大樓,見其他登記事項,見其他登記事項,24.2968,有,11660000,145169,,無車位,0,0,
新北市中和區,新北市,中和區,中和區中山路三段211~240號,房地(土地+建物),3.130875,1080620,108,1060801,106,2,住宅大樓,見其他登記事項,見其他登記事項,24.2968,有,11660000,145169,,無車位,0,0,
新北市中和區,新北市,中和區,中和區中山路三段211~240號,房地(土地+建物),3.130875,1080620,108,1060801,106,2,住宅大樓,見其他登記事項,見其他登記事項,24.30285,有,11660000,145133,,無車位,0,0,
新北市中和區,新北市,中和區,中和區中山路三段211~240號,房地(土地+建物),3.130875,1080620,108,1060801,106,2,住宅大樓,見其他登記事項,見其他登記事項,24.30285,有,11660000,145133,,無車位,0,0,
新北市中和區,新北市,中和區,中和區連城路374巷4弄1~30號,房地(土地+建物),7.377975,1080520,108,690723,69,39,公寓,住家用,鋼筋混凝土造,24.79895,無,7000000,85387,,無車位,0,0,親友、員工或其他特殊關係間之交易。;
新北市中和區,新北市,中和區,中和區圓通路141巷37弄91~120號,房地(土地+建物),9.9825,1080606,108,711022,71,37,公寓,住家用,鋼筋混凝土造,24.91995,無,7300000,88614,,無車位,0,0,
新北市中和區,新北市,中和區,中和區員山路611巷2弄31~60號,房地(土地+建物),5.756575,1080409,108,600306,60,48,公寓,住家用,加強磚造,24.95625,無,6680000,80970,,無車位,0,0,
新北市中和區,新北市,中和區,中和區景新街271~300號,房地(土地+建物),7.492925,1080609,108,680316,68,40,公寓,住家用,鋼筋混凝土造,25.10145,無,10200000,122921,,無車位,0,0,含增建或未登記建物。;
新北市中和區,新北市,中和區,中和區保健路106巷1~30號,房地(土地+建物),6.579375,1080612,108,671109,67,41,公寓,住家用,鋼筋混凝土造,25.168,無,6500000,78125,,無車位,0,0,
新北市中和區,新北市,中和區,中和區保健路10巷23弄1~30號,房地(土地+建物),10.179125,1080613,108,630415,63,45,公寓,住家用,鋼筋混凝土造,25.413025,無,8750000,104154,,無車位,0,0,
新北市中和區,新北市,中和區,中和區保健路91~120號,房地(土地+建物),8.9056,1080614,108,620503,62,46,公寓,見其他登記事項,見其他登記事項,25.75485,無,11280000,132488,,無車位,0,0,含增建或未登記建物。;
新北市中和區,新北市,中和區,中和區景平路385巷65弄1~30號,房地(土地+建物),11.576675,1080603,108,691018,69,39,公寓,住家用,鋼筋混凝土造,25.8819,無,8000000,93502,,無車位,0,0,
新北市中和區,新北市,中和區,中和區中正路751~780號,房地(土地+建物),1.890625,1080619,108,850919,85,23,住宅大樓,住家用,鋼筋混凝土造,26.278175,有,8750000,100725,,無車位,0,0,含增建或未登記建物。
新北市中和區,新北市,中和區,中和區秀峰街61~90號,房地(土地+建物),2.7104,1080531,108,820323,82,26,店面,住商用,鋼筋混凝土造,26.290275,有,14000000,161086,,無車位,0,0,
新北市中和區,新北市,中和區,中和區連勝街31~60號,房地(土地+建物),3.20045,1080612,108,891115,89,19,住宅大樓,住家用,鋼筋混凝土造,26.29935,有,12600000,144928,,無車位,0,0,
新北市中和區,新北市,中和區,中和區莊敬路33巷31~60號,房地(土地+建物),13.38865,1080618,108,650831,65,43,公寓,住家用,加強磚造,26.786375,無,7500000,84698,,無車位,0,0,親友、員工或其他特殊關係間之交易。;
新北市中和區,新北市,中和區,中和區保健路67巷1~30號,房地(土地+建物),9.78285,1080617,108,650514,65,43,公寓,住家用,鋼筋混凝土造,26.8257,無,9950000,112201,,無車位,0,0,
新北市中和區,新北市,中和區,中和區新生街30巷1~30號,房地(土地+建物),6.984725,1080530,108,740129,74,34,公寓,住家用,鋼筋混凝土造,27.191725,無,6800000,75648,,無車位,0,0,親友、員工或其他特殊關係間之交易。;
新北市中和區,新北市,中和區,中和區和平路200巷1~30號,房地(土地+建物),10.505825,1080528,108,660430,66,42,公寓,住家用,鋼筋混凝土造,27.270375,無,15000000,166389,,無車位,0,0,含增建或未登記建物。;
新北市中和區,新北市,中和區,中和區宜安路1巷30弄1~30號,房地(土地+建物),9.41985,1080616,108,630810,63,45,公寓,見其他登記事項,見其他登記事項,27.3581,無,13750000,152034,,無車位,0,0,有增建或佔用部分:頂樓增建目前有出租
新北市中和區,新北市,中和區,中和區保健路106巷1~30號,房地(土地+建物),7.0422,1080613,108,701223,70,38,公寓,住家用,鋼筋混凝土造,27.63035,無,11250000,123166,,無車位,0,0,含增建或未登記建物。;
新北市中和區,新北市,中和區,中和區安平路121~150號,房地(土地+建物),6.38275,1080602,108,671104,67,41,公寓,住家用,鋼筋混凝土造,28.04175,無,8100000,87379,,無車位,0,0,含增建或未登記建物。;
新北市中和區,新北市,中和區,中和區安平路121~150號,房地(土地+建物),6.38275,1080602,108,671104,67,41,公寓,住家用,鋼筋混凝土造,28.04175,無,8100000,87379,,無車位,0,0,含增建或未登記建物。;
新北市中和區,新北市,中和區,中和區國光街91~120號,房地(土地+建物),9.0024,1080613,108,701217,70,38,公寓,住家用,鋼筋混凝土造,28.087125,無,9400000,101239,,無車位,0,0,
新北市中和區,新北市,中和區,中和區板南路181~210號,房地(土地+建物),7.9255,1080619,108,661024,66,42,公寓,住家用,鋼筋混凝土造,28.4592,無,3700000,39328,,無車位,0,0,親友、員工或其他特殊關係間之交易。;本買賣案件係屬三親等間特殊交易，其交易價格可能異於市場正常交易價格。
新北市中和區,新北市,中和區,中和區景平路61~90號,房地(土地+建物),2.94635,1080531,108,820323,82,26,住宅大樓,住家用,鋼筋混凝土造,28.746575,有,9500000,99968,,無車位,0,0,
新北市中和區,新北市,中和區,中和區連城路469巷56弄1~30號,房地(土地+建物),10.167025,1080602,108,730625,73,35,公寓,住家用,鋼筋混凝土造,28.958325,無,9000000,94014,,無車位,0,0,含增建或未登記建物。權利人共2人
新北市中和區,新北市,中和區,中和區中正路121~150號,房地(土地+建物),2.610575,1080506,108,981009,98,10,住宅大樓,見其他登記事項,見其他登記事項,29.399975,有,13370000,137566,,無車位,0,0,
新北市中和區,新北市,中和區,中和區圓通路305巷15弄1~30號,房地(土地+建物),8.660575,1080630,108,771227,77,31,公寓,見其他登記事項,見其他登記事項,29.484675,無,10000000,102596,,無車位,0,0,平台外推，空地增建
新北市中和區,新北市,中和區,中和區秀峰街103巷1弄1~30號,房地(土地+建物),8.708975,1080604,108,661212,66,42,公寓,住家用,鋼筋混凝土造,30.93365,無,9100000,88989,,無車位,0,0,
新北市中和區,新北市,中和區,中和區秀朗路三段10巷21弄1~30號,房地(土地+建物),7.226725,1080521,108,690816,69,39,公寓,住家用,鋼筋混凝土造,31.0002,無,10950000,106850,,無車位,0,0,含增建或未登記建物
新北市中和區,新北市,中和區,中和區大智街121~150號,房地(土地+建物),8.4942,1080617,108,731109,73,35,公寓,住家用,鋼筋混凝土造,31.717125,無,12000000,114449,,無車位,0,0,
新北市中和區,新北市,中和區,中和區中山路三段211~240號,房地(土地+建物),4.114,1080620,108,1060801,106,2,住宅大樓,見其他登記事項,見其他登記事項,32.249525,有,15480000,145202,,無車位,0,0,
新北市中和區,新北市,中和區,中和區枋寮街1~30號,房地(土地+建物),7.377975,1080710,108,760911,76,32,公寓,住家用,鋼筋混凝土造,32.30095,無,11500000,107698,,無車位,0,0,
新北市中和區,新北市,中和區,中和區中山路二段2巷45弄31~60號,房地(土地+建物),5.00335,1080331,108,780808,78,30,華廈,住家用,鋼筋混凝土造,32.636725,無,12860000,119195,,無車位,0,0,含增建或未登記建物。;
新北市中和區,新北市,中和區,中和區大勇街25巷13弄1~30號,房地(土地+建物),12.859275,1080528,108,610415,61,47,公寓,住家用,見其他登記事項,33.967725,無,11380000,101345,,無車位,0,0,
新北市中和區,新北市,中和區,中和區南山路127巷18弄1~30號,房地(土地+建物),10.25475,1080615,108,720204,72,36,公寓,住家用,鋼筋混凝土造,34.112925,無,12450000,110402,,無車位,0,0,含增建或未登記建物。
新北市中和區,新北市,中和區,中和區德光路91~120號,房地(土地+建物),6.355525,1080612,108,871107,87,21,華廈,住家用,鋼筋混凝土造,34.1825,無,11280000,99823,,無車位,0,0,共有人數2人。含增建或未登記建物。
新北市中和區,新北市,中和區,中和區宜安路118巷1~30號,房地(土地+建物),7.13295,1080528,108,851220,85,23,住宅大樓,住家用,鋼筋混凝土造,35.03555,有,21000000,181316,,無車位,0,0,
新北市中和區,新北市,中和區,中和區中正路61~90號,房地(土地+建物),3.415225,1080513,108,891014,89,19,住宅大樓,住家用,鋼筋混凝土造,35.4409,有,15500000,132298,,無車位,0,0,含增建或未登記建物。權利人有兩位。
新北市中和區,新北市,中和區,中和區景平路221巷1~30號,房地(土地+建物),10.245675,1080421,108,800507,80,28,公寓,住家用,鋼筋混凝土造,36.2032,無,11800000,98596,,無車位,0,0,含增建或未登記建物。
新北市中和區,新北市,中和區,中和區中正路211巷31~60號,房地(土地+建物),7.069425,1080529,108,830804,83,25,住宅大樓,住家用,鋼筋混凝土造,36.49965,有,13500000,111885,,無車位,0,0,含增建或未登記建物。
新北市中和區,新北市,中和區,中和區捷運路31~60號,房地(土地+建物),5.1062,1080416,108,1061121,106,2,住宅大樓,見其他登記事項,見其他登記事項,41.3941,有,23000000,168080,,無車位,0,0,
新北市中和區,新北市,中和區,中和區捷運路31~60號,房地(土地+建物),5.1062,1080416,108,1061121,106,2,住宅大樓,見其他登記事項,見其他登記事項,41.3941,有,22500000,164426,,無車位,0,0,
新北市中和區,新北市,中和區,中和區民安街91~120號,房地(土地+建物),6.4251,1080408,108,1060726,106,2,住宅大樓,見其他登記事項,見其他登記事項,44.869825,有,18127000,122207,,無車位,0,0,
新北市中和區,新北市,中和區,中和區南山路421巷1弄1~30號,房地(土地+建物),13.984575,1080614,108,771122,77,31,公寓,住家用,鋼筋混凝土造,45.88925,有,13900000,91628,,無車位,0,0,
新北市中和區,新北市,中和區,中和區建康路181~210號,房地(土地+建物),5.6507,1080503,108,1080225,108,0.5,住宅大樓,見其他登記事項,見其他登記事項,46.684825,無,22523147,145941,,無車位,0,0,
新北市中和區,新北市,中和區,中和區建康路181~210號,房地(土地+建物),5.980425,1080114,108,1080225,108,0.5,住宅大樓,見其他登記事項,見其他登記事項,49.292375,無,23177556,142237,,無車位,0,0,
新北市中和區,新北市,中和區,中和區南華路61~90號,房地(土地+建物),5.012425,1080519,108,1051007,105,3,住宅大樓,見其他登記事項,見其他登記事項,55.4543,有,30000000,163648,,無車位,0,0,
新北市中和區,新北市,中和區,中和區建康路211~240號,房地(土地+建物),7.589725,1080425,108,1080225,108,0.5,住宅大樓,見其他登記事項,見其他登記事項,58.90885,無,27267084,140018,,無車位,0,0,
新北市五股區,新北市,五股區,五股區新五路三段211~240號,房地(土地+建物)+車位,6.4251,1080518,108,1060915,106,2,住宅大樓,見其他登記事項,鋼筋混凝土造,55.626725,有,15380000,99604,升降平面,有車位,42.53,1300000,
新北市五股區,新北市,五股區,五股區新五路三段151~180號,房地(土地+建物)+車位,4.5496,1080617,108,1060721,106,2,住宅大樓,見其他登記事項,鋼筋混凝土造,30.9639,有,10830000,110163,坡道平面,有車位,22.66,2050000,
新北市五股區,新北市,五股區,五股區新五路三段151~180號,房地(土地+建物)+車位,4.60405,1080526,108,1060721,106,2,住宅大樓,見其他登記事項,鋼筋混凝土造,31.2543,有,10480000,104513,坡道平面,有車位,22.66,2050000,
新北市五股區,新北市,五股區,五股區新五路三段151~180號,房地(土地+建物)+車位,4.601025,1080607,108,1060721,106,2,住宅大樓,見其他登記事項,鋼筋混凝土造,31.26035,有,10800000,107833,坡道平面,有車位,22.66,2100000,
新北市五股區,新北市,五股區,五股區成泰路一段32巷1~30號,房地(土地+建物)+車位,4.74925,1080612,108,860306,86,22,華廈,住家用,鋼筋混凝土造,31.9561,無,8150000,77149,坡道平面,有車位,16.44,0,
新北市五股區,新北市,五股區,五股區新五路三段241~270號,房地(土地+建物)+車位,3.439425,1080624,108,1080319,108,0.5,住宅大樓,見其他登記事項,鋼筋混凝土造,32.5006,有,7750000,85124,坡道平面,有車位,35.78,1650000,
新北市五股區,新北市,五股區,五股區御史路31~60號,房地(土地+建物)+車位,7.456625,1080518,108,1070927,107,1,華廈,見其他登記事項,鋼筋混凝土造,35.879525,有,9410000,85553,坡道平面,有車位,28.49,1700000,
新北市五股區,新北市,五股區,五股區新城八路31~60號,房地(土地+建物)+車位,3.9083,1080518,108,1060104,106,2,住宅大樓,見其他登記事項,鋼筋混凝土造,36.212275,有,9900000,93164,坡道平面,有車位,33.84,1900000,
新北市五股區,新北市,五股區,五股區登林路61~90號,房地(土地+建物)+車位,4.6585,1080603,108,900611,90,18,住宅大樓,住家用,鋼筋混凝土造,38.317675,有,7300000,57630,坡道平面,有車位,0,0,
新北市五股區,新北市,五股區,五股區登林路61~90號,房地(土地+建物)+車位,4.607075,1080524,108,900611,90,18,住宅大樓,住家用,鋼筋混凝土造,38.6474,有,7390000,57843,坡道平面,有車位,36.44,0,
新北市五股區,新北市,五股區,五股區新五路三段151~180號,房地(土地+建物)+車位,6.29805,1080615,108,1060721,106,2,住宅大樓,見其他登記事項,鋼筋混凝土造,40.568275,有,12570000,93495,坡道平面,有車位,22.66,2150000,
新北市五股區,新北市,五股區,五股區新五路三段151~180號,房地(土地+建物)+車位,6.3404,1080607,108,1060721,106,2,住宅大樓,見其他登記事項,鋼筋混凝土造,40.798175,有,12580000,92951,坡道平面,有車位,22.66,2150000,
新北市五股區,新北市,五股區,五股區水碓路1~30號,房地(土地+建物)+車位,6.31015,1080602,108,840315,84,24,華廈,住家用,鋼筋混凝土造,41.7934,有,8900000,64418,坡道平面,有車位,0,0,
新北市五股區,新北市,五股區,五股區登林路91~120號,房地(土地+建物)+車位,6.167975,1080616,108,1080215,108,0.5,住宅大樓,見其他登記事項,鋼筋混凝土造,41.899275,無,13950000,115713,坡道平面,有車位,31.78,1600000,
新北市五股區,新北市,五股區,五股區水碓路16巷1~30號,房地(土地+建物)+車位,6.137725,1080611,108,840315,84,24,華廈,住家用,鋼筋混凝土造,42.05355,有,9300000,66897,坡道平面,有車位,0,0,含增建或未登記建物。;
新北市五股區,新北市,五股區,五股區登林路91~120號,房地(土地+建物)+車位,6.319225,1080618,108,1080215,108,0.5,住宅大樓,見其他登記事項,鋼筋混凝土造,42.5678,無,15160000,122636,坡道平面,有車位,31.78,1800000,
新北市五股區,新北市,五股區,五股區登林路91~120號,房地(土地+建物)+車位,6.331325,1080615,108,1080215,108,0.5,住宅大樓,見其他登記事項,鋼筋混凝土造,42.976175,無,15360000,123855,坡道平面,有車位,31.78,1700000,
新北市五股區,新北市,五股區,五股區登林路91~120號,房地(土地+建物)+車位,6.331325,1080615,108,1080215,108,0.5,住宅大樓,見其他登記事項,鋼筋混凝土造,43.0639,無,15090000,121089,坡道平面,有車位,31.78,1700000,
新北市五股區,新北市,五股區,五股區登林路91~120號,房地(土地+建物)+車位,6.379725,1080618,108,1080215,108,0.5,住宅大樓,見其他登記事項,鋼筋混凝土造,43.1123,無,14950000,119650,坡道平面,有車位,31.78,1700000,
新北市五股區,新北市,五股區,五股區登林路91~120號,房地(土地+建物)+車位,6.3767,1080618,108,1080215,108,0.5,住宅大樓,見其他登記事項,鋼筋混凝土造,43.15465,無,15240000,122114,坡道平面,有車位,31.78,1700000,
新北市五股區,新北市,五股區,五股區新五路二段571~600號,房地(土地+建物)+車位,7.44755,1080601,108,1070410,107,1,住宅大樓,見其他登記事項,鋼筋混凝土造,45.934625,有,13160000,92114,坡道平面,有車位,29.61,1900000,
新北市五股區,新北市,五股區,五股區芳洲七路1~30號,房地(土地+建物)+車位,6.7881,1080602,108,1040820,104,4,住宅大樓,見其他登記事項,鋼筋混凝土造,46.067725,有,13400000,90620,坡道平面,有車位,26.49,2000000,
